"geneSet","description","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","database"
"GO:0018205","peptidyl-lysine modification",306,2,0.0678041214269887,29.4967320261438,0.00114572061137019,0.786177512424831,"4582;79723","ENSG00000185499;ENSG00000152455","geneontology_Biological_Process_noRedundant"
"GO:0016569","covalent chromatin modification",395,2,0.0875249279858187,22.8506329113924,0.00191051643359619,0.786177512424831,"4582;79723","ENSG00000185499;ENSG00000152455","geneontology_Biological_Process_noRedundant"
"GO:0033627","cell adhesion mediated by integrin",34,1,0.00753379126966541,132.735294117647,0.00752001757925547,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0043620","regulation of DNA-templated transcription in response to stress",66,1,0.0146244183469976,68.3787878787879,0.0145717542366063,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0006333","chromatin assembly or disassembly",112,1,0.0248171947706625,40.2946428571429,0.0246645793346763,1,"79723","ENSG00000152455","geneontology_Biological_Process_noRedundant"
"GO:0042770","signal transduction in response to DNA damage",117,1,0.0259251052514957,38.5726495726496,0.0257584951568045,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0006338","chromatin remodeling",129,1,0.0285840904054952,34.984496124031,0.0283813888225644,1,"79723","ENSG00000152455","geneontology_Biological_Process_noRedundant"
"GO:0007162","negative regulation of cell adhesion",141,1,0.0312430755594948,32.0070921985816,0.0310007469955988,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0008213","protein alkylation",146,1,0.0323509860403279,30.9109589041096,0.0320911027729683,1,"79723","ENSG00000152455","geneontology_Biological_Process_noRedundant"
"GO:0048511","rhythmic process",173,1,0.0383337026368269,26.0867052023121,0.0379684174925866,1,"79723","ENSG00000152455","geneontology_Biological_Process_noRedundant"
"GO:2001020","regulation of response to DNA damage stimulus",175,1,0.0387768668291602,25.7885714285714,0.0384030621295329,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0070085","glycosylation",184,1,0.0407711056946599,24.5271739130435,0.0403577476701658,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0072331","signal transduction by p53 class mediator",192,1,0.0425437624639929,23.5052083333333,0.0420935763902744,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0007050","cell cycle arrest",194,1,0.0429869266563262,23.2628865979381,0.0425272880499735,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0000075","cell cycle checkpoint",199,1,0.0440948371371593,22.678391959799,0.0436111375386469,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
"GO:0043543","protein acylation",201,1,0.0445380013294926,22.452736318408,0.0440445054698859,1,"4582","ENSG00000185499","geneontology_Biological_Process_noRedundant"
