ENSG00000269404	ENSG00000278318	0.015626059
ENSG00000269404	ENSG00000278224	0.007670423
ENSG00000269404	ENSG00000277462	0.032841582
ENSG00000269404	ENSG00000277443	0.079907912
ENSG00000269404	ENSG00000276045	0.010284981
ENSG00000269404	ENSG00000275395	0.04272182
ENSG00000269404	ENSG00000275111	0.014560596
ENSG00000269404	ENSG00000273899	8.47E-05
ENSG00000269404	ENSG00000273274	5.33E-05
ENSG00000269404	ENSG00000272886	0.010873439
ENSG00000269404	ENSG00000272414	0.005149882
ENSG00000269404	ENSG00000272391	0.013483995
ENSG00000269404	ENSG00000272333	0.00599235
ENSG00000269404	ENSG00000272047	0.002963899
ENSG00000269404	ENSG00000271601	0.015952581
ENSG00000269404	ENSG00000271303	0.024744083
ENSG00000269404	ENSG00000269335	0.051266562
ENSG00000269404	ENSG00000268350	9.76E-05
ENSG00000269404	ENSG00000267796	0.003266185
ENSG00000269404	ENSG00000267060	0.026431441
ENSG00000269404	ENSG00000266967	0.018011462
ENSG00000269404	ENSG00000266472	0.042405704
ENSG00000269404	ENSG00000266173	0.00428088
ENSG00000269404	ENSG00000266094	0.169173775
ENSG00000269404	ENSG00000265972	0.030584039
ENSG00000269404	ENSG00000265817	0.065217391
ENSG00000269404	ENSG00000265681	0.010126582
ENSG00000269404	ENSG00000265491	0.011443126
ENSG00000269404	ENSG00000265241	0.018306958
ENSG00000269404	ENSG00000264522	0.000789058
ENSG00000269404	ENSG00000264364	0.00775061
ENSG00000269404	ENSG00000263528	0.117739101
ENSG00000269404	ENSG00000263001	0.041939379
ENSG00000269404	ENSG00000262874	5.04E-05
ENSG00000269404	ENSG00000262664	0.073954613
ENSG00000269404	ENSG00000262209	0.040878404
ENSG00000269404	ENSG00000261609	0.00467959
ENSG00000269404	ENSG00000260916	0.003690563
ENSG00000269404	ENSG00000260238	0.074543918
ENSG00000269404	ENSG00000259332	0.044404819
ENSG00000269404	ENSG00000259112	0.001534273
ENSG00000269404	ENSG00000259075	0.008439868
ENSG00000269404	ENSG00000258890	0.001886628
ENSG00000269404	ENSG00000258588	0.012907096
ENSG00000269404	ENSG00000258429	0.003246069
ENSG00000269404	ENSG00000258366	0.008029869
ENSG00000269404	ENSG00000258289	0.003639517
ENSG00000269404	ENSG00000257727	0.001187471
ENSG00000269404	ENSG00000257594	0.008435832
ENSG00000269404	ENSG00000257365	0.004738627
ENSG00000269404	ENSG00000257218	0.007022375
ENSG00000269404	ENSG00000257103	0.020922628
ENSG00000269404	ENSG00000256683	0.003247808
ENSG00000269404	ENSG00000256525	0.001826801
ENSG00000269404	ENSG00000256235	9.80E-05
ENSG00000269404	ENSG00000256087	0.00177385
ENSG00000269404	ENSG00000255112	0.060759494
ENSG00000269404	ENSG00000254999	0.007622453
ENSG00000269404	ENSG00000254996	0.010126582
ENSG00000269404	ENSG00000254858	0.008404876
ENSG00000269404	ENSG00000254772	0.001249361
ENSG00000269404	ENSG00000254726	0.082801109
ENSG00000269404	ENSG00000254505	0.025982528
ENSG00000269404	ENSG00000254087	0.083730369
ENSG00000269404	ENSG00000253910	0.042730747
ENSG00000269404	ENSG00000253731	0.049194266
ENSG00000269404	ENSG00000253729	0.002295796
ENSG00000269404	ENSG00000253626	0.00355506
ENSG00000269404	ENSG00000253368	0.001995078
ENSG00000269404	ENSG00000253276	0.004879195
ENSG00000269404	ENSG00000250565	0.070974083
ENSG00000269404	ENSG00000250317	0.010198968
ENSG00000269404	ENSG00000249992	0.000871344
ENSG00000269404	ENSG00000249915	0.003525813
ENSG00000269404	ENSG00000249709	0.005890423
ENSG00000269404	ENSG00000249115	0.008187812
ENSG00000269404	ENSG00000248905	0.099075374
ENSG00000269404	ENSG00000248487	0.00691213
ENSG00000269404	ENSG00000248098	0.012500124
ENSG00000269404	ENSG00000247626	9.10E-05
ENSG00000269404	ENSG00000247596	0.100369286
ENSG00000269404	ENSG00000244687	0.003296479
ENSG00000269404	ENSG00000244509	0.009995703
ENSG00000269404	ENSG00000244462	0.012488323
ENSG00000269404	ENSG00000244187	0.013613608
ENSG00000269404	ENSG00000244115	0.002766879
ENSG00000269404	ENSG00000244005	0.012563818
ENSG00000269404	ENSG00000243989	0.007594056
ENSG00000269404	ENSG00000243943	0.004847406
ENSG00000269404	ENSG00000243927	0.015843166
ENSG00000269404	ENSG00000243811	0.00995243
ENSG00000269404	ENSG00000243725	0.001607702
ENSG00000269404	ENSG00000243660	0.008362387
ENSG00000269404	ENSG00000243646	0.012462712
ENSG00000269404	ENSG00000243449	0.002171827
ENSG00000269404	ENSG00000243364	0.004544733
ENSG00000269404	ENSG00000243279	0.026476487
ENSG00000269404	ENSG00000243244	0.025421579
ENSG00000269404	ENSG00000243147	0.017118457
ENSG00000269404	ENSG00000242802	0.009656493
ENSG00000269404	ENSG00000242616	0.003309751
ENSG00000269404	ENSG00000242612	0.001336793
ENSG00000269404	ENSG00000242114	0.002274465
ENSG00000269404	ENSG00000242110	0.005416612
ENSG00000269404	ENSG00000241945	0.003924053
ENSG00000269404	ENSG00000241852	0.050491501
ENSG00000269404	ENSG00000241839	0.009541653
ENSG00000269404	ENSG00000241685	0.016732572
ENSG00000269404	ENSG00000241553	0.001140981
ENSG00000269404	ENSG00000241360	0.001525711
ENSG00000269404	ENSG00000240771	0.009292664
ENSG00000269404	ENSG00000240344	0.003131689
ENSG00000269404	ENSG00000240303	0.01426518
ENSG00000269404	ENSG00000240230	0.00726277
ENSG00000269404	ENSG00000239900	0.013850159
ENSG00000269404	ENSG00000239887	0.006461472
ENSG00000269404	ENSG00000239857	0.002334652
ENSG00000269404	ENSG00000239789	0.002223623
ENSG00000269404	ENSG00000239779	0.004310834
ENSG00000269404	ENSG00000239713	0.007211514
ENSG00000269404	ENSG00000239704	0.005483007
ENSG00000269404	ENSG00000237190	4.63E-05
