"geneSet","description","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","database"
"GO:0001525","angiogenesis",266,65,19.0673609572347,3.40896677551684,0,0,"187;290;388;634;861;958;1284;1893;1942;1960;2004;2022;2064;2113;2247;2321;2324;2549;2624;3087;3339;3397;3678;4017;4162;4215;4240;4323;4846;4851;4854;5154;5176;5315;5787;6461;6464;6886;7045;7075;7127;7128;7494;7855;8291;8751;9353;10016;10163;10253;10411;23129;25865;25960;51162;51176;54345;54922;57556;64218;64855;79812;81575;91010;441478","ENSG00000135636;ENSG00000102755;ENSG00000105538;ENSG00000173269;ENSG00000143537;ENSG00000160691;ENSG00000127329;ENSG00000106991;ENSG00000198909;ENSG00000079337;ENSG00000172889;ENSG00000185215;ENSG00000159216;ENSG00000161638;ENSG00000169242;ENSG00000157227;ENSG00000152804;ENSG00000066056;ENSG00000079385;ENSG00000143878;ENSG00000138795;ENSG00000134817;ENSG00000179388;ENSG00000111145;ENSG00000118503;ENSG00000107338;ENSG00000145147;ENSG00000067225;ENSG00000164867;ENSG00000162367;ENSG00000037280;ENSG00000197461;ENSG00000134871;ENSG00000136830;ENSG00000203883;ENSG00000142798;ENSG00000134013;ENSG00000166825;ENSG00000161791;ENSG00000004399;ENSG00000020181;ENSG00000120708;ENSG00000076706;ENSG00000179348;ENSG00000101017;ENSG00000143369;ENSG00000178878;ENSG00000074181;ENSG00000132386;ENSG00000125968;ENSG00000138685;ENSG00000134954;ENSG00000092421;ENSG00000163251;ENSG00000141736;ENSG00000148400;ENSG00000136158;ENSG00000109458;ENSG00000158195;ENSG00000105287;ENSG00000100219;ENSG00000198435;ENSG00000196189;ENSG00000140545;ENSG00000249915","geneontology_Biological_Process_noRedundant"
"GO:1901342","regulation of vasculature development",164,41,11.7558165300244,3.48763523956723,6.37490060739765e-13,2.12286114612918e-10,"187;388;634;861;958;1284;1893;1942;1958;2022;2064;2113;2247;2321;2549;2624;3087;3339;3397;3678;4215;4846;4851;5154;5155;5176;5315;7075;7128;7494;8837;10016;10253;10411;23129;25865;25960;57556;64218;64855;79812","ENSG00000102755;ENSG00000173269;ENSG00000106991;ENSG00000198909;ENSG00000079337;ENSG00000159216;ENSG00000161638;ENSG00000169242;ENSG00000152804;ENSG00000066056;ENSG00000079385;ENSG00000143878;ENSG00000134817;ENSG00000100311;ENSG00000118503;ENSG00000003402;ENSG00000067225;ENSG00000164867;ENSG00000197461;ENSG00000134871;ENSG00000136830;ENSG00000142798;ENSG00000004399;ENSG00000020181;ENSG00000179348;ENSG00000101017;ENSG00000143369;ENSG00000120738;ENSG00000132386;ENSG00000125968;ENSG00000138685;ENSG00000134954;ENSG00000092421;ENSG00000141736;ENSG00000148400;ENSG00000136158;ENSG00000109458;ENSG00000105287;ENSG00000100219;ENSG00000196189;ENSG00000249915","geneontology_Biological_Process_noRedundant"
"GO:2000147","positive regulation of cell motility",287,57,20.5726789275427,2.77066492899418,7.73825448163734e-13,2.12286114612918e-10,"199;388;389;958;1601;2113;2247;2321;2324;2549;2621;2624;2651;3554;3678;3912;4162;4215;4323;4638;4641;4846;4851;4916;5154;5155;5295;5420;5581;5629;5879;6405;6615;6776;7040;7494;8291;9181;9647;9732;10016;10253;10500;10501;25777;25865;25960;51176;54910;57556;57580;63940;64218;79567;80139;284119;653464","ENSG00000135636;ENSG00000102755;ENSG00000168758;ENSG00000001617;ENSG00000198909;ENSG00000161638;ENSG00000157227;ENSG00000183779;ENSG00000124126;ENSG00000128512;ENSG00000171132;ENSG00000145675;ENSG00000143878;ENSG00000153071;ENSG00000138795;ENSG00000105329;ENSG00000213654;ENSG00000100311;ENSG00000100242;ENSG00000197879;ENSG00000115594;ENSG00000171943;ENSG00000155366;ENSG00000143434;ENSG00000164867;ENSG00000126561;ENSG00000116584;ENSG00000037280;ENSG00000197461;ENSG00000117707;ENSG00000100034;ENSG00000039523;ENSG00000091136;ENSG00000177469;ENSG00000124216;ENSG00000020181;ENSG00000076706;ENSG00000183087;ENSG00000179348;ENSG00000204472;ENSG00000101017;ENSG00000167680;ENSG00000065534;ENSG00000140538;ENSG00000128567;ENSG00000138685;ENSG00000111846;ENSG00000134954;ENSG00000092421;ENSG00000148400;ENSG00000136158;ENSG00000109458;ENSG00000105287;ENSG00000136238;ENSG00000100219;ENSG00000196189;ENSG00000249915","geneontology_Biological_Process_noRedundant"
"GO:0002521","leukocyte differentiation",270,54,19.3540881896743,2.79010819165379,2.40485409364055e-12,4.94798729766543e-10,"100;558;602;634;639;678;860;861;1316;1380;1958;1960;2064;2200;2621;2624;3059;3087;3428;3714;3726;4055;4208;4323;4609;4860;4914;5295;5914;6778;6886;6935;7040;7071;7494;7855;8324;8744;9580;9644;10221;22806;22904;23240;23529;51176;56262;56998;57178;57580;64218;150372;169200;441478","ENSG00000159216;ENSG00000198400;ENSG00000175505;ENSG00000157227;ENSG00000124126;ENSG00000125657;ENSG00000152804;ENSG00000145675;ENSG00000107957;ENSG00000079385;ENSG00000155090;ENSG00000138795;ENSG00000069399;ENSG00000067082;ENSG00000179388;ENSG00000105329;ENSG00000166147;ENSG00000180353;ENSG00000111321;ENSG00000148516;ENSG00000064932;ENSG00000108175;ENSG00000166888;ENSG00000163565;ENSG00000162367;ENSG00000081189;ENSG00000057657;ENSG00000155760;ENSG00000131759;ENSG00000124813;ENSG00000171223;ENSG00000183087;ENSG00000179348;ENSG00000120738;ENSG00000167601;ENSG00000180694;ENSG00000161405;ENSG00000198805;ENSG00000178585;ENSG00000163251;ENSG00000117322;ENSG00000141736;ENSG00000152518;ENSG00000196839;ENSG00000173334;ENSG00000121210;ENSG00000136997;ENSG00000143842;ENSG00000235568;ENSG00000136802;ENSG00000100219;ENSG00000198435;ENSG00000196189;ENSG00000184916","geneontology_Biological_Process_noRedundant"
"GO:0043062","extracellular structure organization",190,42,13.6195435408819,3.08380379077524,2.59562371596189e-11,4.27239663647327e-09,"602;649;1284;1292;1513;2006;2022;2113;2200;2247;2621;3339;3371;3385;3678;3912;4017;4323;4851;5034;5154;5155;6624;6646;7040;7045;7076;7132;7148;7373;8751;8837;9388;9507;9644;10049;50848;64856;80274;81621;84171;85301","ENSG00000138131;ENSG00000143537;ENSG00000106991;ENSG00000179403;ENSG00000161638;ENSG00000102265;ENSG00000157227;ENSG00000196739;ENSG00000159307;ENSG00000107957;ENSG00000069399;ENSG00000168477;ENSG00000057252;ENSG00000105329;ENSG00000166147;ENSG00000100311;ENSG00000075618;ENSG00000003402;ENSG00000143387;ENSG00000168487;ENSG00000197461;ENSG00000067182;ENSG00000134871;ENSG00000142173;ENSG00000041982;ENSG00000101670;ENSG00000158859;ENSG00000142798;ENSG00000091136;ENSG00000134013;ENSG00000120708;ENSG00000183087;ENSG00000138685;ENSG00000134954;ENSG00000076662;ENSG00000049540;ENSG00000148400;ENSG00000158769;ENSG00000107821;ENSG00000187955;ENSG00000185624;ENSG00000105993","geneontology_Biological_Process_noRedundant"
"GO:0001667","ameboidal-type cell migration",236,45,16.9169067139375,2.66006077594111,8.95656659949395e-10,1.02916833749633e-07,"388;397;634;958;1942;1960;2022;2113;2247;2324;2624;3397;3964;4017;4208;4215;4846;4851;5155;5176;5581;5629;6405;6776;7026;7040;7076;7145;9353;9647;9839;10016;10163;10500;10501;23129;23380;23499;25865;25960;54345;54910;57556;64218;79812","ENSG00000173269;ENSG00000106991;ENSG00000168758;ENSG00000001617;ENSG00000198909;ENSG00000102265;ENSG00000169242;ENSG00000111348;ENSG00000169554;ENSG00000171132;ENSG00000079385;ENSG00000143878;ENSG00000179388;ENSG00000266028;ENSG00000105329;ENSG00000100311;ENSG00000079308;ENSG00000145147;ENSG00000116977;ENSG00000143434;ENSG00000164867;ENSG00000126561;ENSG00000081189;ENSG00000037280;ENSG00000117707;ENSG00000203883;ENSG00000100034;ENSG00000134013;ENSG00000004399;ENSG00000020181;ENSG00000179348;ENSG00000101017;ENSG00000167680;ENSG00000132386;ENSG00000125968;ENSG00000138685;ENSG00000134954;ENSG00000092421;ENSG00000148400;ENSG00000185551;ENSG00000127603;ENSG00000158195;ENSG00000105287;ENSG00000196189;ENSG00000249915","geneontology_Biological_Process_noRedundant"
"GO:0002009","morphogenesis of an epithelium",279,50,19.9992244626634,2.50009694592633,9.67939284279851e-10,1.02916833749633e-07,"317;388;389;634;1175;1601;1952;2022;2247;3371;3678;3714;4208;4323;4478;4609;4851;5087;5154;5420;5629;5754;5879;5914;6615;7040;7041;7855;8322;8324;8642;9021;9353;9839;10253;10395;23129;25865;27031;51176;54345;54910;54922;55366;55966;56998;65266;81839;126695;441478","ENSG00000105538;ENSG00000106991;ENSG00000174804;ENSG00000168758;ENSG00000120868;ENSG00000161638;ENSG00000157227;ENSG00000164741;ENSG00000169554;ENSG00000079385;ENSG00000143878;ENSG00000153071;ENSG00000113971;ENSG00000138795;ENSG00000105329;ENSG00000184557;ENSG00000145147;ENSG00000155366;ENSG00000112655;ENSG00000081189;ENSG00000197461;ENSG00000155760;ENSG00000140682;ENSG00000117707;ENSG00000131759;ENSG00000203883;ENSG00000041982;ENSG00000166341;ENSG00000147065;ENSG00000126562;ENSG00000124216;ENSG00000004399;ENSG00000143126;ENSG00000196581;ENSG00000128567;ENSG00000138685;ENSG00000178585;ENSG00000163251;ENSG00000185630;ENSG00000205213;ENSG00000148400;ENSG00000136158;ENSG00000042753;ENSG00000136997;ENSG00000105287;ENSG00000175707;ENSG00000136238;ENSG00000198435;ENSG00000173218;ENSG00000184916","geneontology_Biological_Process_noRedundant"
"GO:0050673","epithelial cell proliferation",196,40,14.0496343895413,2.84704917515693,1.00040664641199e-09,1.02916833749633e-07,"187;634;687;858;1893;1960;2064;2247;2321;2324;2624;2735;3397;3487;3912;4017;4208;4323;4609;4851;5155;5176;5629;6776;6778;7026;7040;7128;7494;7538;8291;8324;8837;10016;25865;51162;55366;80139;126695;441478","ENSG00000135636;ENSG00000102755;ENSG00000141753;ENSG00000172889;ENSG00000157227;ENSG00000183779;ENSG00000119138;ENSG00000079385;ENSG00000134817;ENSG00000179388;ENSG00000105329;ENSG00000100311;ENSG00000118503;ENSG00000003402;ENSG00000128016;ENSG00000166888;ENSG00000126561;ENSG00000081189;ENSG00000037280;ENSG00000155760;ENSG00000117707;ENSG00000091136;ENSG00000134013;ENSG00000179348;ENSG00000143369;ENSG00000105971;ENSG00000132386;ENSG00000125968;ENSG00000138685;ENSG00000111087;ENSG00000141736;ENSG00000205213;ENSG00000148400;ENSG00000185551;ENSG00000136997;ENSG00000105287;ENSG00000175707;ENSG00000100219;ENSG00000198435;ENSG00000249915","geneontology_Biological_Process_noRedundant"
"GO:0042110","T cell activation",232,43,16.6301794814979,2.58566060864467,5.29111210401112e-09,4.83842806844572e-07,"100;199;602;634;639;678;836;860;861;896;1958;1960;2000;2064;2280;2534;3572;3714;4478;4734;4860;5295;5588;5879;5914;6778;6935;7040;7494;7525;7855;8324;8440;8744;9479;9580;23240;51176;57178;57580;64218;140885;441478","ENSG00000176105;ENSG00000159216;ENSG00000124126;ENSG00000125657;ENSG00000145675;ENSG00000079385;ENSG00000138795;ENSG00000069399;ENSG00000179388;ENSG00000105329;ENSG00000198053;ENSG00000112576;ENSG00000069869;ENSG00000102034;ENSG00000148516;ENSG00000108175;ENSG00000010810;ENSG00000166888;ENSG00000057657;ENSG00000155760;ENSG00000131759;ENSG00000124813;ENSG00000147065;ENSG00000204472;ENSG00000134352;ENSG00000120738;ENSG00000198805;ENSG00000164305;ENSG00000163251;ENSG00000141736;ENSG00000152518;ENSG00000196839;ENSG00000121210;ENSG00000065675;ENSG00000143842;ENSG00000088832;ENSG00000121653;ENSG00000136238;ENSG00000100219;ENSG00000071051;ENSG00000198435;ENSG00000196189;ENSG00000184916","geneontology_Biological_Process_noRedundant"
"GO:1903706","regulation of hemopoiesis",246,44,17.6337247950366,2.49521870798306,1.08534240483849e-08,8.93236799182073e-07,"100;558;634;639;678;861;1636;1960;2064;2113;2200;2242;2621;2624;3059;3303;4005;4208;4323;4609;4851;4860;5295;5588;5600;5914;6886;6935;7040;7071;7494;7538;8744;9580;10221;22806;23240;51176;56998;57178;116151;150372;169200;441478","ENSG00000159640;ENSG00000159216;ENSG00000157227;ENSG00000125657;ENSG00000145675;ENSG00000079385;ENSG00000155090;ENSG00000138795;ENSG00000179388;ENSG00000105329;ENSG00000166147;ENSG00000180353;ENSG00000135363;ENSG00000148516;ENSG00000108175;ENSG00000128016;ENSG00000182511;ENSG00000162367;ENSG00000185386;ENSG00000081189;ENSG00000204389;ENSG00000057657;ENSG00000131759;ENSG00000183087;ENSG00000179348;ENSG00000167601;ENSG00000180694;ENSG00000161405;ENSG00000198805;ENSG00000134954;ENSG00000178585;ENSG00000141736;ENSG00000152518;ENSG00000196839;ENSG00000148400;ENSG00000173334;ENSG00000121210;ENSG00000136997;ENSG00000065675;ENSG00000143842;ENSG00000124098;ENSG00000235568;ENSG00000100219;ENSG00000198435","geneontology_Biological_Process_noRedundant"
