"geneSet","description","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","database"
"GO:1902903","regulation of supramolecular fiber organization",242,5,0.589851539995568,8.47670924117205,0.000240905628982602,0.198265332652681,"165;6249;24139;54961;79709","ENSG00000172830;ENSG00000106624;ENSG00000130779;ENSG00000130309;ENSG00000125746","geneontology_Biological_Process_noRedundant"
"GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",71,3,0.173055617106138,17.3354673495519,0.000645262666654545,0.265525587328345,"109;2914;57561","ENSG00000124493;ENSG00000113369;ENSG00000138031","geneontology_Biological_Process_noRedundant"
"GO:0030104","water homeostasis",31,2,0.0755594947928207,26.4692082111437,0.00252671657630477,0.480442002072016,"109;29841","ENSG00000134317;ENSG00000138031","geneontology_Biological_Process_noRedundant"
"GO:0048871","multicellular organismal homeostasis",245,4,0.597163749169067,6.69833024118738,0.00263545722114844,0.480442002072016,"109;10848;29841;57561","ENSG00000104881;ENSG00000113369;ENSG00000134317;ENSG00000138031","geneontology_Biological_Process_noRedundant"
"GO:0050878","regulation of body fluid levels",252,4,0.614225570573898,6.51226551226551,0.00291884569910095,0.480442002072016,"109;302;29841;50808","ENSG00000182718;ENSG00000147853;ENSG00000134317;ENSG00000138031","geneontology_Biological_Process_noRedundant"
"GO:0061448","connective tissue development",137,3,0.333924218923111,8.98407431984074,0.00426494389737697,0.585008137923541,"302;57561;359845","ENSG00000182718;ENSG00000113369;ENSG00000183688","geneontology_Biological_Process_noRedundant"
"GO:0031214","biomineral tissue development",64,2,0.155993795701307,12.8210227272727,0.0104352412906552,1,"302;359845","ENSG00000182718;ENSG00000183688","geneontology_Biological_Process_noRedundant"
"GO:0043062","extracellular structure organization",190,3,0.463106580988256,6.47799043062201,0.0105303696865959,1,"165;302;79709","ENSG00000182718;ENSG00000106624;ENSG00000130309","geneontology_Biological_Process_noRedundant"
"GO:0031109","microtubule polymerization or depolymerization",91,2,0.221803678262796,9.01698301698302,0.0203735009319812,1,"6249;24139","ENSG00000130779;ENSG00000125746","geneontology_Biological_Process_noRedundant"
"GO:0006814","sodium ion transport",104,2,0.253489918014624,7.88986013986014,0.0261450433685125,1,"6558;145389","ENSG00000064651;ENSG00000139974","geneontology_Biological_Process_noRedundant"
"GO:0007214","gamma-aminobutyric acid signaling pathway",11,1,0.0268114336361622,37.297520661157,0.0265015653753469,1,"6558","ENSG00000064651","geneontology_Biological_Process_noRedundant"
"GO:0060348","bone development",107,2,0.260802127188123,7.66864910790145,0.0275615319597222,1,"302;359845","ENSG00000182718;ENSG00000183688","geneontology_Biological_Process_noRedundant"
"GO:0048705","skeletal system morphogenesis",111,2,0.270551739419455,7.39230139230139,0.02949784411792,1,"302;359845","ENSG00000182718;ENSG00000183688","geneontology_Biological_Process_noRedundant"
"GO:0031579","membrane raft organization",13,1,0.031686239751828,31.5594405594406,0.0312474373463686,1,"302","ENSG00000182718","geneontology_Biological_Process_noRedundant"
"GO:0009187","cyclic nucleotide metabolic process",14,1,0.034123642809661,29.3051948051948,0.0336120835660934,1,"109","ENSG00000138031","geneontology_Biological_Process_noRedundant"
"GO:0043588","skin development",121,2,0.294925769997784,6.78136739293764,0.0345699408168696,1,"29841;57561","ENSG00000113369;ENSG00000134317","geneontology_Biological_Process_noRedundant"
