"geneSet","description","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","database"
"GO:0019932","second-messenger-mediated signaling",167,12,4.01495679149125,2.98882419492812,0.000682211913478059,0.327699840171907,"348;1240;1609;2280;3632;4137;4772;5336;5795;51196;57192;64784","ENSG00000145214;ENSG00000131196;ENSG00000090674;ENSG00000140577;ENSG00000138193;ENSG00000068383;ENSG00000130203;ENSG00000186868;ENSG00000197943;ENSG00000088832;ENSG00000149177;ENSG00000174600","geneontology_Biological_Process_noRedundant"
"GO:0001819","positive regulation of cytokine production",202,13,4.85641480168402,2.6768718346489,0.00115513595086136,0.327699840171907,"177;672;1386;3148;3329;3554;5336;5795;10622;23586;53833;55773;57493","ENSG00000204305;ENSG00000113356;ENSG00000164104;ENSG00000115594;ENSG00000174564;ENSG00000173706;ENSG00000115966;ENSG00000197943;ENSG00000144381;ENSG00000149177;ENSG00000036054;ENSG00000107201;ENSG00000012048","geneontology_Biological_Process_noRedundant"
"GO:0050918","positive chemotaxis",23,4,0.552958120983824,7.23382087757964,0.00200894032631305,0.327699840171907,"177;3148;5155;5795","ENSG00000204305;ENSG00000164104;ENSG00000100311;ENSG00000149177","geneontology_Biological_Process_noRedundant"
"GO:0046847","filopodium assembly",39,5,0.937624639929094,5.33262436488243,0.00226879667900426,0.327699840171907,"5064;5868;7043;23380;375790","ENSG00000266028;ENSG00000144566;ENSG00000119699;ENSG00000188157;ENSG00000099864","geneontology_Biological_Process_noRedundant"
"GO:0042391","regulation of membrane potential",196,12,4.71216485707955,2.54660020690304,0.0026959511704534,0.327699840171907,"18;596;784;1739;2562;4137;4734;6455;7351;9948;10458;54899","ENSG00000071127;ENSG00000167535;ENSG00000171791;ENSG00000168297;ENSG00000075711;ENSG00000183044;ENSG00000166206;ENSG00000069869;ENSG00000141985;ENSG00000186868;ENSG00000175567;ENSG00000175866","geneontology_Biological_Process_noRedundant"
"GO:0099177","regulation of trans-synaptic signaling",224,13,5.38533126523377,2.41396477946017,0.00290023673832895,0.327699840171907,"18;177;348;784;2648;3688;4137;5868;6455;10458;22849;25897;54899","ENSG00000204305;ENSG00000108773;ENSG00000167535;ENSG00000168297;ENSG00000183044;ENSG00000034677;ENSG00000144566;ENSG00000141985;ENSG00000130203;ENSG00000107864;ENSG00000150093;ENSG00000186868;ENSG00000175866","geneontology_Biological_Process_noRedundant"
"GO:0198738","cell-cell signaling by wnt",307,16,7.38078883226235,2.16778996982843,0.00296070327961706,0.327699840171907,"348;1613;2869;4772;5331;5336;5868;6788;6934;8313;23500;57216;79412;81847;147906;441478","ENSG00000131196;ENSG00000198873;ENSG00000144566;ENSG00000198435;ENSG00000118518;ENSG00000130203;ENSG00000149782;ENSG00000197943;ENSG00000148737;ENSG00000104375;ENSG00000131650;ENSG00000167657;ENSG00000146122;ENSG00000162738;ENSG00000168646;ENSG00000197380","geneontology_Biological_Process_noRedundant"
"GO:1903034","regulation of response to wounding",81,7,1.94737425216043,3.59458383114297,0.00324718831952286,0.327699840171907,"18;177;348;5155;5329;5792;79001","ENSG00000204305;ENSG00000142949;ENSG00000183044;ENSG00000100311;ENSG00000130203;ENSG00000167397;ENSG00000011422","geneontology_Biological_Process_noRedundant"
"GO:0042110","T cell activation",232,13,5.5776645247064,2.3307246146512,0.00391734233842556,0.327699840171907,"177;596;977;1326;1739;2280;2648;2796;3329;4734;23385;53833;441478","ENSG00000204305;ENSG00000108773;ENSG00000177697;ENSG00000171791;ENSG00000107968;ENSG00000075711;ENSG00000198435;ENSG00000069869;ENSG00000174564;ENSG00000147437;ENSG00000088832;ENSG00000144381;ENSG00000162736","geneontology_Biological_Process_noRedundant"
"GO:0050866","negative regulation of cell activation",84,7,2.01949922446266,3.46620583717358,0.00398177205555172,0.327699840171907,"18;348;1739;2796;5155;53833;441478","ENSG00000075711;ENSG00000183044;ENSG00000198435;ENSG00000100311;ENSG00000174564;ENSG00000130203;ENSG00000147437","geneontology_Biological_Process_noRedundant"
"GO:0045117","azole transport",15,3,0.36062486151119,8.31889400921659,0.00503587994509291,0.341123322170232,"8673;55238;58533","ENSG00000129515;ENSG00000103042;ENSG00000118640","geneontology_Biological_Process_noRedundant"
