"geneSet","description","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","database"
"GO:2000147","positive regulation of cell motility",287,24,8.52160425437625,2.81637110614176,4.2607784458415e-06,0.00350662066092755,"90;1432;1601;2260;2549;2886;3570;3643;3685;3958;5025;5578;5629;6774;7074;9043;9693;9806;10253;27086;54828;57698;64750;80139","ENSG00000008294;ENSG00000077782;ENSG00000107742;ENSG00000108854;ENSG00000109458;ENSG00000109756;ENSG00000112062;ENSG00000114861;ENSG00000115170;ENSG00000117707;ENSG00000131981;ENSG00000135124;ENSG00000136158;ENSG00000138448;ENSG00000141376;ENSG00000141738;ENSG00000153071;ENSG00000154229;ENSG00000156299;ENSG00000160712;ENSG00000168610;ENSG00000171105;ENSG00000183779;ENSG00000187164","geneontology_Biological_Process_noRedundant"
"GO:0022407","regulation of cell-cell adhesion",197,17,5.84932417460669,2.90631866050458,7.54022451125991e-05,0.0271630227348755,"18;1432;1540;3170;3481;3570;3958;4860;5062;5465;5578;10725;57045;80139;140885;266727;441478","ENSG00000083799;ENSG00000102908;ENSG00000112062;ENSG00000112139;ENSG00000125798;ENSG00000128791;ENSG00000131981;ENSG00000154229;ENSG00000160712;ENSG00000167244;ENSG00000180370;ENSG00000183044;ENSG00000183779;ENSG00000186951;ENSG00000198053;ENSG00000198435;ENSG00000198805","geneontology_Biological_Process_noRedundant"
"GO:0097191","extrinsic apoptotic signaling pathway",145,14,4.30534012851762,3.25177560473495,9.90146636751232e-05,0.0271630227348755,"90;1540;2260;2309;3570;3685;3958;5062;5366;6478;6498;6788;6789;117584","ENSG00000077782;ENSG00000083799;ENSG00000092871;ENSG00000101109;ENSG00000104375;ENSG00000115170;ENSG00000118689;ENSG00000131981;ENSG00000136603;ENSG00000138448;ENSG00000141682;ENSG00000160712;ENSG00000180370;ENSG00000181788","geneontology_Biological_Process_noRedundant"
"GO:0072593","reactive oxygen species metabolic process",152,14,4.51318413472191,3.10202278083268,0.000164147419437155,0.0337733315491947,"1432;1984;2308;2309;3326;3643;5025;5166;5366;6774;9263;10131;10365;140885","ENSG00000004799;ENSG00000096384;ENSG00000112062;ENSG00000118689;ENSG00000126602;ENSG00000127528;ENSG00000132507;ENSG00000135124;ENSG00000141682;ENSG00000150907;ENSG00000164543;ENSG00000168610;ENSG00000171105;ENSG00000198053","geneontology_Biological_Process_noRedundant"
"GO:0002009","morphogenesis of an epithelium",279,20,8.28406824728562,2.41427272240946,0.000234004932419651,0.0385172118762746,"90;1601;2260;5361;5629;5663;5911;6788;6789;7074;10253;10818;23242;25902;25932;27086;64750;84962;342184;441478","ENSG00000077782;ENSG00000080815;ENSG00000101109;ENSG00000104375;ENSG00000106078;ENSG00000108854;ENSG00000114554;ENSG00000114861;ENSG00000115170;ENSG00000117707;ENSG00000120254;ENSG00000125249;ENSG00000129474;ENSG00000136158;ENSG00000153071;ENSG00000156299;ENSG00000166225;ENSG00000169504;ENSG00000198435;ENSG00000248905","geneontology_Biological_Process_noRedundant"
"GO:0035272","exocrine system development",23,5,0.682916020385553,7.32154445165477,0.000482105052977078,0.0539910491272982,"2260;3481;3643;5361;57045","ENSG00000077782;ENSG00000114554;ENSG00000128791;ENSG00000167244;ENSG00000171105","geneontology_Biological_Process_noRedundant"
"GO:0005996","monosaccharide metabolic process",192,15,5.70086417017505,2.63118003731343,0.000581945926591998,0.0539910491272982,"216;1432;2023;2308;3170;3481;3487;3643;5166;5366;5373;5465;7086;8850;22934","ENSG00000004799;ENSG00000074800;ENSG00000112062;ENSG00000114166;ENSG00000125798;ENSG00000140650;ENSG00000141682;ENSG00000141753;ENSG00000150907;ENSG00000153574;ENSG00000163931;ENSG00000165092;ENSG00000167244;ENSG00000171105;ENSG00000186951","geneontology_Biological_Process_noRedundant"
"GO:0045165","cell fate commitment",98,10,2.90981608686018,3.43664331404203,0.000631511023455156,0.0539910491272982,"90;860;1540;2260;3170;5629;5663;6774;9580;10253","ENSG00000077782;ENSG00000080815;ENSG00000083799;ENSG00000115170;ENSG00000117707;ENSG00000124813;ENSG00000125798;ENSG00000136158;ENSG00000143842;ENSG00000168610","geneontology_Biological_Process_noRedundant"
"GO:0071900","regulation of protein serine/threonine kinase activity",347,22,10.3031243075559,2.13527463546819,0.000637370206631571,0.0539910491272982,"1432;2081;2180;2260;2914;3326;3481;3643;5629;5663;6788;6789;7074;8850;9043;9693;10253;10818;28951;51196;57679;84962","ENSG00000003393;ENSG00000008294;ENSG00000071575;ENSG00000077782;ENSG00000080815;ENSG00000096384;ENSG00000101109;ENSG00000104375;ENSG00000109756;ENSG00000112062;ENSG00000114166;ENSG00000117707;ENSG00000124493;ENSG00000129474;ENSG00000136158;ENSG00000138193;ENSG00000151726;ENSG00000156299;ENSG00000166225;ENSG00000167244;ENSG00000171105;ENSG00000178607","geneontology_Biological_Process_noRedundant"
"GO:0090287","regulation of cellular response to growth factor stimulus",155,13,4.6022601373809,2.82469908521907,0.000692568920379832,0.0539910491272982,"860;1601;2260;3326;4052;5046;6498;10253;23089;57045;64750;80139;348093","ENSG00000049323;ENSG00000077782;ENSG00000096384;ENSG00000108854;ENSG00000124813;ENSG00000128791;ENSG00000136158;ENSG00000136603;ENSG00000140479;ENSG00000153071;ENSG00000166831;ENSG00000183779;ENSG00000242265","geneontology_Biological_Process_noRedundant"
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway",196,15,5.81963217372036,2.57748248553153,0.000721630061239709,0.0539910491272982,"90;860;1432;1601;3326;4012;4052;5046;6498;7044;23089;57045;64750;80139;348093","ENSG00000049323;ENSG00000096384;ENSG00000108854;ENSG00000112062;ENSG00000113441;ENSG00000115170;ENSG00000124813;ENSG00000128791;ENSG00000136603;ENSG00000140479;ENSG00000143768;ENSG00000153071;ENSG00000166831;ENSG00000183779;ENSG00000242265","geneontology_Biological_Process_noRedundant"
"GO:0198738","cell-cell signaling by wnt",307,20,9.11544427210282,2.19407846759687,0.000801118633015796,0.0549433862476667,"1432;1540;1601;2308;2309;2869;3487;5663;6478;6788;6789;7074;7091;26959;51444;54475;64750;80139;83999;441478","ENSG00000073536;ENSG00000080815;ENSG00000083799;ENSG00000101109;ENSG00000104375;ENSG00000105856;ENSG00000106829;ENSG00000108854;ENSG00000112062;ENSG00000118689;ENSG00000134758;ENSG00000141753;ENSG00000150907;ENSG00000153071;ENSG00000156299;ENSG00000181788;ENSG00000183762;ENSG00000183779;ENSG00000198435;ENSG00000198873","geneontology_Biological_Process_noRedundant"
"GO:0031016","pancreas development",40,6,1.18768003545314,5.05186567164179,0.00106376362821092,0.0673444204628915,"2308;3170;3481;3570;3643;5629","ENSG00000117707;ENSG00000125798;ENSG00000150907;ENSG00000160712;ENSG00000167244;ENSG00000171105","geneontology_Biological_Process_noRedundant"
"GO:0045995","regulation of embryonic development",71,8,2.10813206292932,3.79482867353374,0.00114577682281292,0.0673553089410736,"2260;3170;3643;6788;6789;9904;25819;441478","ENSG00000077782;ENSG00000101109;ENSG00000104375;ENSG00000122965;ENSG00000125798;ENSG00000151014;ENSG00000171105;ENSG00000198435","geneontology_Biological_Process_noRedundant"
"GO:0042110","T cell activation",232,16,6.88854420562819,2.32269686052496,0.00147478052207706,0.0797104347943667,"860;1540;3481;3570;3958;4860;5062;5663;6774;9580;23385;27086;57045;140885;440275;441478","ENSG00000080815;ENSG00000083799;ENSG00000114861;ENSG00000124813;ENSG00000128791;ENSG00000128829;ENSG00000131981;ENSG00000143842;ENSG00000160712;ENSG00000162736;ENSG00000167244;ENSG00000168610;ENSG00000180370;ENSG00000198053;ENSG00000198435;ENSG00000198805","geneontology_Biological_Process_noRedundant"
"GO:0006109","regulation of carbohydrate metabolic process",111,10,3.29581209838245,3.03415355654162,0.0016590013268446,0.0797104347943667,"2308;3170;3481;3487;3643;5166;5366;5465;6774;8850","ENSG00000004799;ENSG00000114166;ENSG00000125798;ENSG00000141682;ENSG00000141753;ENSG00000150907;ENSG00000167244;ENSG00000168610;ENSG00000171105;ENSG00000186951","geneontology_Biological_Process_noRedundant"
