"geneSet","description","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","database"
"GO:0099132","ATP hydrolysis coupled cation transmembrane transport",31,12,5.49286405418481,2.18465264780359,0.00467076961525303,1,"488;493;527;528;537;538;9296;27032;57130;90423;155066;245973","ENSG00000165240;ENSG00000071553;ENSG00000017260;ENSG00000250565;ENSG00000105726;ENSG00000185883;ENSG00000155097;ENSG00000058668;ENSG00000174437;ENSG00000128524;ENSG00000143882;ENSG00000171130","geneontology_Biological_Process_noRedundant"
"GO:0097035","regulation of membrane lipid distribution",19,8,3.36659409772617,2.37628884497934,0.0113539740411026,1,"4363;5243;5359;5580;51499;55754;57198;374868","ENSG00000188313;ENSG00000143515;ENSG00000103222;ENSG00000085563;ENSG00000112697;ENSG00000166377;ENSG00000163932;ENSG00000170855","geneontology_Biological_Process_noRedundant"
"GO:0009410","response to xenobiotic stimulus",134,34,23.7433478471214,1.4319800315827,0.0158618119465459,1,"199;314;801;842;1645;2052;2308;2729;2937;2946;2948;3251;3329;3383;5021;5176;5530;5562;5581;5724;5742;5925;5970;6622;6647;6776;6817;8574;9456;25807;51380;54541;84687;120227","ENSG00000139631;ENSG00000108819;ENSG00000138814;ENSG00000187134;ENSG00000001084;ENSG00000168209;ENSG00000132906;ENSG00000132386;ENSG00000053371;ENSG00000143819;ENSG00000150907;ENSG00000100983;ENSG00000142168;ENSG00000180914;ENSG00000145335;ENSG00000090339;ENSG00000198668;ENSG00000165704;ENSG00000139687;ENSG00000095303;ENSG00000213366;ENSG00000169403;ENSG00000100263;ENSG00000132356;ENSG00000131480;ENSG00000186104;ENSG00000204472;ENSG00000171132;ENSG00000196502;ENSG00000152413;ENSG00000173039;ENSG00000144381;ENSG00000168765;ENSG00000126561","geneontology_Biological_Process_noRedundant"
"GO:1903509","liposaccharide metabolic process",75,21,13.2891872278665,1.58023208191126,0.0180787836047949,1,"427;1390;3073;5476;5562;5580;8813;9488;25870;51097;51227;57704;64781;65258;79690;84002;84720;93183;93210;128869;338596","ENSG00000100422;ENSG00000101464;ENSG00000148488;ENSG00000129103;ENSG00000213614;ENSG00000069943;ENSG00000143653;ENSG00000165282;ENSG00000143315;ENSG00000161395;ENSG00000104763;ENSG00000185808;ENSG00000132356;ENSG00000176597;ENSG00000095794;ENSG00000070610;ENSG00000197093;ENSG00000064601;ENSG00000000419;ENSG00000163932;ENSG00000154889","geneontology_Biological_Process_noRedundant"
"GO:0042110","T cell activation",223,52,39.513183357523,1.31601646795941,0.0189577031548795,1,"199;387;399;538;678;861;864;896;1209;1326;1503;1650;2000;2280;3280;3329;3383;3570;4478;4690;5062;5316;5530;5573;5777;5971;6188;6385;6647;6714;6774;6868;6935;7855;8440;9580;9655;10808;11005;11151;22890;23210;29108;51043;56339;57045;57580;79840;84433;84807;140885;161882","ENSG00000165240;ENSG00000158092;ENSG00000128791;ENSG00000071051;ENSG00000067560;ENSG00000168610;ENSG00000020633;ENSG00000187736;ENSG00000138814;ENSG00000104856;ENSG00000124145;ENSG00000179588;ENSG00000180370;ENSG00000102879;ENSG00000160199;ENSG00000120694;ENSG00000126804;ENSG00000143842;ENSG00000104853;ENSG00000244038;ENSG00000149273;ENSG00000107968;ENSG00000159216;ENSG00000124126;ENSG00000142168;ENSG00000133710;ENSG00000090339;ENSG00000112576;ENSG00000114315;ENSG00000160712;ENSG00000070495;ENSG00000197122;ENSG00000151694;ENSG00000088832;ENSG00000198053;ENSG00000111679;ENSG00000168421;ENSG00000171793;ENSG00000108946;ENSG00000165819;ENSG00000204472;ENSG00000152518;ENSG00000102034;ENSG00000147065;ENSG00000198286;ENSG00000144381;ENSG00000167604;ENSG00000163251;ENSG00000160685;ENSG00000171150;ENSG00000148516;ENSG00000103490","geneontology_Biological_Process_noRedundant"
"GO:0035966","response to topologically incorrect protein",153,37,27.1099419448476,1.36481295589908,0.0255793521271156,1,"267;578;1200;1616;1649;1663;2081;2931;3300;3315;3329;4690;6388;6464;7009;8440;9531;10106;10808;10897;10954;11015;22872;23071;23197;25822;26270;29954;51360;55062;55139;55432;55738;58477;84236;91445;148327","ENSG00000158092;ENSG00000137094;ENSG00000178607;ENSG00000071051;ENSG00000180667;ENSG00000070540;ENSG00000166340;ENSG00000013573;ENSG00000144468;ENSG00000009830;ENSG00000100196;ENSG00000030110;ENSG00000101199;ENSG00000065485;ENSG00000120694;ENSG00000116663;ENSG00000160691;ENSG00000135924;ENSG00000151929;ENSG00000204209;ENSG00000023318;ENSG00000159461;ENSG00000106211;ENSG00000139644;ENSG00000163516;ENSG00000132581;ENSG00000138942;ENSG00000174851;ENSG00000138674;ENSG00000113194;ENSG00000012174;ENSG00000144381;ENSG00000143578;ENSG00000105723;ENSG00000144867;ENSG00000175215;ENSG00000175197","geneontology_Biological_Process_noRedundant"
"GO:0034976","response to endoplasmic reticulum stress",217,50,38.4500483792937,1.30038848083547,0.0259718814681347,1,"267;317;488;578;598;1200;1649;1663;1938;2081;2931;3093;3300;4690;5366;5706;6388;6464;7009;7327;8440;8893;10106;10206;10211;10277;10897;10954;10961;11015;22872;23071;23197;26003;26232;26270;29954;51360;55062;55139;55432;55738;57761;58477;84216;84236;91147;91304;91445;148327","ENSG00000158092;ENSG00000178607;ENSG00000141682;ENSG00000100519;ENSG00000164953;ENSG00000071051;ENSG00000180667;ENSG00000070540;ENSG00000166340;ENSG00000137312;ENSG00000089248;ENSG00000184787;ENSG00000182087;ENSG00000013573;ENSG00000144468;ENSG00000009830;ENSG00000100196;ENSG00000030110;ENSG00000101199;ENSG00000065485;ENSG00000115806;ENSG00000116663;ENSG00000160691;ENSG00000174437;ENSG00000135924;ENSG00000139173;ENSG00000116661;ENSG00000023318;ENSG00000171552;ENSG00000159461;ENSG00000139644;ENSG00000163516;ENSG00000132581;ENSG00000138942;ENSG00000204977;ENSG00000120868;ENSG00000130939;ENSG00000145191;ENSG00000101255;ENSG00000174851;ENSG00000167658;ENSG00000138674;ENSG00000078140;ENSG00000113194;ENSG00000012174;ENSG00000143578;ENSG00000105723;ENSG00000144867;ENSG00000175215;ENSG00000175197","geneontology_Biological_Process_noRedundant"
"GO:0030104","water homeostasis",30,10,5.31567489114659,1.88122866894198,0.0290183372779163,1,"108;231;360;1364;3925;4645;5573;8692;23327;84283","ENSG00000068001;ENSG00000167306;ENSG00000163472;ENSG00000165272;ENSG00000085662;ENSG00000189143;ENSG00000117632;ENSG00000108946;ENSG00000078295;ENSG00000049759","geneontology_Biological_Process_noRedundant"
"GO:0006605","protein targeting",340,74,60.2443154329947,1.22833166030917,0.0295021218139915,1,"1384;1459;2040;2664;2931;3295;3329;3416;3417;3684;3920;5190;5192;5372;5562;5584;6124;6130;6135;6136;6142;6146;6155;6181;6188;6204;6207;6231;6232;6233;6720;6721;6728;6845;7323;7855;8310;8314;8504;9146;9409;9495;9520;9531;9804;9847;10245;10490;10519;11261;23230;23417;26517;30849;51024;51304;53371;54543;54832;55187;55294;55333;56947;57602;60412;66008;79778;79844;84885;84938;131474;134266;196743;254887","ENSG00000034693;ENSG00000133835;ENSG00000115993;ENSG00000185359;ENSG00000174444;ENSG00000131558;ENSG00000179841;ENSG00000163528;ENSG00000198911;ENSG00000157911;ENSG00000153037;ENSG00000177600;ENSG00000213463;ENSG00000087008;ENSG00000196683;ENSG00000185043;ENSG00000055483;ENSG00000214253;ENSG00000109670;ENSG00000197969;ENSG00000149273;ENSG00000138750;ENSG00000100568;ENSG00000121680;ENSG00000188818;ENSG00000197728;ENSG00000110700;ENSG00000109332;ENSG00000184307;ENSG00000105640;ENSG00000142676;ENSG00000160446;ENSG00000187446;ENSG00000151929;ENSG00000163812;ENSG00000163558;ENSG00000111731;ENSG00000164284;ENSG00000168958;ENSG00000048707;ENSG00000197958;ENSG00000132356;ENSG00000148832;ENSG00000163930;ENSG00000116251;ENSG00000129003;ENSG00000131469;ENSG00000148303;ENSG00000119912;ENSG00000196455;ENSG00000100417;ENSG00000072310;ENSG00000095321;ENSG00000169896;ENSG00000144381;ENSG00000099800;ENSG00000163251;ENSG00000138413;ENSG00000103150;ENSG00000141279;ENSG00000143947;ENSG00000105723;ENSG00000125703;ENSG00000177954;ENSG00000124587;ENSG00000124333;ENSG00000148175;ENSG00000124614;ENSG00000164877;ENSG00000203879;ENSG00000005893;ENSG00000173726;ENSG00000070770;ENSG00000126768","geneontology_Biological_Process_noRedundant"
"GO:1902600","proton transmembrane transport",88,23,15.5926463473633,1.4750542972386,0.030543995302725,1,"488;527;528;537;538;1347;1350;1353;1528;1537;9167;9197;9296;9377;10063;11261;27032;54997;90423;133308;155066;206358;245973","ENSG00000165240;ENSG00000071553;ENSG00000138495;ENSG00000179091;ENSG00000112695;ENSG00000017260;ENSG00000250565;ENSG00000088992;ENSG00000164038;ENSG00000185883;ENSG00000155097;ENSG00000166260;ENSG00000174437;ENSG00000115944;ENSG00000187446;ENSG00000128524;ENSG00000178741;ENSG00000143882;ENSG00000169359;ENSG00000166347;ENSG00000123643;ENSG00000171130;ENSG00000127184","geneontology_Biological_Process_noRedundant"
