"geneSet","description","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","database"
"GO:0002250","adaptive immune response",169,62,47.5394416131177,1.3041802321652,0.00909329769380607,0.987507703656867,"100;384;567;604;634;639;710;1075;1380;1512;1604;2067;2475;2794;2956;3146;3251;3554;3717;3981;4092;4179;4277;4292;4734;5452;5532;5580;5585;5819;5873;5987;6774;6891;7030;7040;7248;7374;7942;8915;9156;9655;9984;10459;11118;22890;23075;51043;51279;54542;54795;55183;55824;64218;80149;80329;83700;84695;84807;84876;165918;200558","ENSG00000276045;ENSG00000174405;ENSG00000069974;ENSG00000196189;ENSG00000130202;ENSG00000126804;ENSG00000081181;ENSG00000076248;ENSG00000160685;ENSG00000204590;ENSG00000139178;ENSG00000117335;ENSG00000068323;ENSG00000076242;ENSG00000163874;ENSG00000069869;ENSG00000103811;ENSG00000204713;ENSG00000133789;ENSG00000079134;ENSG00000076641;ENSG00000166710;ENSG00000149131;ENSG00000080345;ENSG00000166086;ENSG00000174371;ENSG00000101665;ENSG00000130529;ENSG00000012061;ENSG00000117322;ENSG00000189403;ENSG00000111981;ENSG00000186470;ENSG00000165699;ENSG00000113916;ENSG00000105329;ENSG00000169621;ENSG00000096968;ENSG00000204267;ENSG00000196839;ENSG00000056586;ENSG00000163932;ENSG00000115318;ENSG00000142867;ENSG00000028277;ENSG00000115594;ENSG00000165704;ENSG00000116062;ENSG00000168610;ENSG00000196352;ENSG00000112561;ENSG00000204516;ENSG00000171150;ENSG00000116670;ENSG00000167604;ENSG00000107758;ENSG00000057657;ENSG00000163961;ENSG00000123143;ENSG00000109861;ENSG00000079385;ENSG00000198793","geneontology_Biological_Process_noRedundant"
"GO:0015698","inorganic anion transport",87,35,24.4729669842677,1.43014943886859,0.00970234772300338,0.987507703656867,"706;760;1182;1184;1192;1364;1408;2260;2475;2556;2564;4363;5243;5593;6509;6522;6558;6574;7416;7417;9213;9498;10057;23155;51447;55144;55367;55879;56172;57030;80131;84975;196527;203859;284129","ENSG00000177119;ENSG00000114770;ENSG00000077782;ENSG00000268089;ENSG00000171714;ENSG00000121671;ENSG00000104267;ENSG00000068745;ENSG00000050438;ENSG00000171492;ENSG00000102287;ENSG00000171017;ENSG00000154122;ENSG00000109572;ENSG00000115902;ENSG00000121940;ENSG00000011677;ENSG00000213719;ENSG00000144136;ENSG00000165637;ENSG00000181045;ENSG00000213585;ENSG00000085563;ENSG00000103222;ENSG00000177595;ENSG00000138669;ENSG00000100300;ENSG00000189143;ENSG00000182544;ENSG00000171365;ENSG00000164889;ENSG00000143324;ENSG00000104888;ENSG00000064651;ENSG00000198793","geneontology_Biological_Process_noRedundant"
"GO:0002449","lymphocyte mediated immunity",111,43,31.2241302902725,1.37714003881786,0.00972338768223358,0.987507703656867,"567;604;634;710;1075;1380;1398;1512;1604;2067;2794;2956;3146;3251;3554;3981;4092;4179;4277;4292;5052;5452;5532;5580;5819;5873;6777;7040;7374;8915;9156;9984;10459;11118;11151;22890;23075;51279;54795;55183;80329;165918;200558","ENSG00000174405;ENSG00000069974;ENSG00000167193;ENSG00000130202;ENSG00000126804;ENSG00000076248;ENSG00000204590;ENSG00000139178;ENSG00000117335;ENSG00000076242;ENSG00000103811;ENSG00000133789;ENSG00000079134;ENSG00000166710;ENSG00000149131;ENSG00000080345;ENSG00000117450;ENSG00000174371;ENSG00000101665;ENSG00000130529;ENSG00000012061;ENSG00000117322;ENSG00000189403;ENSG00000111981;ENSG00000186470;ENSG00000113916;ENSG00000102879;ENSG00000105329;ENSG00000169621;ENSG00000163932;ENSG00000142867;ENSG00000028277;ENSG00000115594;ENSG00000165704;ENSG00000116062;ENSG00000196352;ENSG00000204516;ENSG00000116670;ENSG00000107758;ENSG00000163961;ENSG00000173757;ENSG00000109861;ENSG00000079385","geneontology_Biological_Process_noRedundant"
"GO:0072527","pyrimidine-containing compound metabolic process",77,31,21.6599822734323,1.43121077425922,0.0142090844488214,0.987507703656867,"1040;1503;1635;1854;2475;4832;4833;4968;5594;7084;7374;8930;9583;10555;23583;27010;30833;50808;51251;51727;54981;55326;56474;56894;79661;81602;83549;84803;200316;200895;253558","ENSG00000106733;ENSG00000197217;ENSG00000100030;ENSG00000076248;ENSG00000103202;ENSG00000125458;ENSG00000140398;ENSG00000196511;ENSG00000138678;ENSG00000178700;ENSG00000047230;ENSG00000130717;ENSG00000169692;ENSG00000155189;ENSG00000162368;ENSG00000102543;ENSG00000114026;ENSG00000147853;ENSG00000129071;ENSG00000172954;ENSG00000123415;ENSG00000171793;ENSG00000128394;ENSG00000103024;ENSG00000166548;ENSG00000160216;ENSG00000128951;ENSG00000129187;ENSG00000163624;ENSG00000122643;ENSG00000198793","geneontology_Biological_Process_noRedundant"
"GO:0002285","lymphocyte activation involved in immune response",89,35,25.0355639264347,1.3980112492311,0.0143558852765866,0.987507703656867,"100;538;604;634;2067;2475;2956;3146;3981;4092;4179;4292;5873;5914;6774;7040;7248;7374;7494;9156;9655;9984;10459;11151;23075;51043;54542;55183;64218;80149;84695;84807;139818;165918;200558","ENSG00000174405;ENSG00000069974;ENSG00000196189;ENSG00000076248;ENSG00000160685;ENSG00000117335;ENSG00000076242;ENSG00000163874;ENSG00000133789;ENSG00000079134;ENSG00000080345;ENSG00000174371;ENSG00000101665;ENSG00000012061;ENSG00000131759;ENSG00000189403;ENSG00000165240;ENSG00000165699;ENSG00000113916;ENSG00000102879;ENSG00000105329;ENSG00000147251;ENSG00000169621;ENSG00000196839;ENSG00000056586;ENSG00000115318;ENSG00000100219;ENSG00000116062;ENSG00000168610;ENSG00000171150;ENSG00000116670;ENSG00000167604;ENSG00000163961;ENSG00000079385;ENSG00000198793","geneontology_Biological_Process_noRedundant"
"GO:0018210","peptidyl-threonine modification",89,35,25.0355639264347,1.3980112492311,0.0143558852765866,0.987507703656867,"91;156;596;1111;1195;1460;1859;2475;2931;2932;4092;5170;5580;5585;5587;5594;7040;7046;7444;7786;8317;8408;8558;8851;8877;10253;28996;51422;51719;54541;57521;63917;117854;146057;100528030","ENSG00000157540;ENSG00000259075;ENSG00000100030;ENSG00000141564;ENSG00000082701;ENSG00000177169;ENSG00000135932;ENSG00000064393;ENSG00000105723;ENSG00000101665;ENSG00000171791;ENSG00000204435;ENSG00000140992;ENSG00000139625;ENSG00000106617;ENSG00000136158;ENSG00000184304;ENSG00000105329;ENSG00000149554;ENSG00000176170;ENSG00000013441;ENSG00000106799;ENSG00000163932;ENSG00000097046;ENSG00000168209;ENSG00000028116;ENSG00000185324;ENSG00000173020;ENSG00000123143;ENSG00000176749;ENSG00000135503;ENSG00000128881;ENSG00000198793;ENSG00000178234;ENSG00000121236","geneontology_Biological_Process_noRedundant"
"GO:0006298","mismatch repair",26,13,7.31376024817195,1.77747144545097,0.0147424899332285,0.987507703656867,"2067;2956;3146;3978;4292;4437;4439;5111;5378;6118;9156;10535;254394","ENSG00000111877;ENSG00000204410;ENSG00000105486;ENSG00000076242;ENSG00000174371;ENSG00000117748;ENSG00000012061;ENSG00000064933;ENSG00000132646;ENSG00000189403;ENSG00000104889;ENSG00000113318;ENSG00000116062","geneontology_Biological_Process_noRedundant"
"GO:0060541","respiratory system development",105,40,29.5363394637713,1.35426395843883,0.0166869566255382,0.987507703656867,"100;445;538;659;1499;1512;2033;2260;2735;3146;3169;4323;4851;5154;5310;5499;5594;5595;5914;5916;6670;6678;7068;7289;7422;7482;8914;8985;9394;10253;10905;51057;51501;54206;54542;55294;55636;84695;91461;171023","ENSG00000109670;ENSG00000111087;ENSG00000100030;ENSG00000171456;ENSG00000077782;ENSG00000008710;ENSG00000130707;ENSG00000129514;ENSG00000103811;ENSG00000171316;ENSG00000172819;ENSG00000148400;ENSG00000112715;ENSG00000172845;ENSG00000172531;ENSG00000162878;ENSG00000136720;ENSG00000204217;ENSG00000131759;ENSG00000136158;ENSG00000078246;ENSG00000113140;ENSG00000100393;ENSG00000189403;ENSG00000165240;ENSG00000116285;ENSG00000198162;ENSG00000149196;ENSG00000111602;ENSG00000196839;ENSG00000056586;ENSG00000115318;ENSG00000151090;ENSG00000102882;ENSG00000197461;ENSG00000143951;ENSG00000106397;ENSG00000157227;ENSG00000134245;ENSG00000168036","geneontology_Biological_Process_noRedundant"
"GO:1903034","regulation of response to wounding",81,32,22.7851761577665,1.40442188282545,0.0173919063408408,0.987507703656867,"302;538;634;710;1398;2161;2475;3146;3156;4088;4780;4916;5154;5327;5329;5467;5580;5627;5792;5802;6239;7391;7429;7494;8428;8578;23122;23189;56963;64094;65078;196527","ENSG00000177119;ENSG00000167193;ENSG00000124782;ENSG00000182718;ENSG00000158773;ENSG00000182175;ENSG00000149131;ENSG00000102572;ENSG00000140538;ENSG00000112033;ENSG00000189403;ENSG00000166949;ENSG00000165240;ENSG00000040608;ENSG00000131187;ENSG00000112562;ENSG00000074660;ENSG00000163932;ENSG00000011422;ENSG00000113161;ENSG00000116044;ENSG00000100219;ENSG00000197461;ENSG00000127831;ENSG00000184500;ENSG00000107104;ENSG00000104368;ENSG00000142949;ENSG00000163539;ENSG00000079385;ENSG00000105426;ENSG00000198793","geneontology_Biological_Process_noRedundant"
"GO:0006260","DNA replication",245,84,68.9181254154664,1.21883756259495,0.0191910791495682,0.987507703656867,"545;604;641;890;898;1017;1111;1663;1763;1854;2260;2735;2956;3159;3364;3399;3725;3978;3981;4171;4172;4173;4174;4361;4437;4782;4928;4998;4999;5111;5429;5557;5884;5976;6118;7013;7126;7486;8243;8317;8882;8914;9134;9156;9984;10036;10535;11169;22944;23054;23649;25939;25942;26057;27000;29803;50485;51053;51147;51455;51550;54617;55294;56652;57418;59343;63967;79892;80010;80119;81620;83990;84083;92667;116028;146956;157570;163859;197342;246243;253714;254394;259282;348654","ENSG00000109670;ENSG00000111877;ENSG00000174405;ENSG00000073111;ENSG00000111087;ENSG00000128908;ENSG00000109079;ENSG00000135945;ENSG00000117318;ENSG00000077782;ENSG00000105486;ENSG00000171865;ENSG00000147601;ENSG00000165392;ENSG00000146263;ENSG00000112312;ENSG00000085840;ENSG00000136273;ENSG00000079134;ENSG00000013573;ENSG00000138375;ENSG00000175054;ENSG00000175305;ENSG00000072501;ENSG00000101347;ENSG00000174371;ENSG00000014138;ENSG00000175643;ENSG00000117748;ENSG00000107815;ENSG00000038219;ENSG00000125871;ENSG00000132646;ENSG00000132466;ENSG00000154920;ENSG00000105173;ENSG00000137309;ENSG00000170734;ENSG00000136492;ENSG00000104889;ENSG00000113916;ENSG00000167670;ENSG00000178295;ENSG00000149554;ENSG00000112118;ENSG00000110713;ENSG00000100297;ENSG00000198554;ENSG00000171320;ENSG00000111602;ENSG00000198056;ENSG00000111653;ENSG00000113318;ENSG00000123374;ENSG00000197299;ENSG00000005007;ENSG00000152942;ENSG00000177606;ENSG00000092853;ENSG00000141905;ENSG00000097046;ENSG00000151657;ENSG00000145386;ENSG00000169375;ENSG00000116062;ENSG00000167513;ENSG00000163904;ENSG00000198646;ENSG00000115942;ENSG00000197771;ENSG00000178966;ENSG00000197774;ENSG00000128951;ENSG00000105821;ENSG00000104738;ENSG00000065268;ENSG00000121988;ENSG00000100865;ENSG00000020922;ENSG00000138346;ENSG00000109917;ENSG00000140451;ENSG00000143751;ENSG00000214022","geneontology_Biological_Process_noRedundant"
